API7,2022-07-01,161
API7,2022-08-01,203
API7,2022-09-01,139
API7,2022-10-01,114
API7,2022-11-01,149
API7,2022-12-01,100
API7,2023-01-01,112
API7,2023-02-01,132
API7,2023-03-01,168
API7,2023-04-01,118
API7,2023-05-01,145
API7,2023-06-01,129
API7,2023-07-01,123
API7,2023-08-01,141
API7,2023-09-01,103
API7,2023-10-01,119
API7,2023-11-01,101
API7,2023-12-01,118
API7,2024-01-01,115
API7,2024-02-01,54
API7,2024-03-01,91
API7,2024-04-01,67
API7,2024-05-01,30
API7,2024-06-01,46
API7,2024-07-01,50
API7,2024-08-01,58
API7,2024-09-01,42
API7,2024-10-01,32
API7,2024-11-01,4
Acquia,2015-01-01,29
Acquia,2015-02-01,18
Acquia,2015-03-01,1
Acquia,2015-04-01,8
Acquia,2015-05-01,14
Acquia,2015-06-01,5
Acquia,2015-07-01,16
Acquia,2015-08-01,22
Acquia,2015-09-01,11
Acquia,2015-10-01,14
Acquia,2015-11-01,28
Acquia,2015-12-01,41
Acquia,2016-01-01,31
Acquia,2016-02-01,18
Acquia,2016-03-01,24
Acquia,2016-04-01,23
Acquia,2016-05-01,32
Acquia,2016-06-01,24
Acquia,2016-07-01,13
Acquia,2016-08-01,8
Acquia,2016-09-01,7
Acquia,2016-10-01,28
Acquia,2016-11-01,12
Acquia,2016-12-01,6
Acquia,2017-01-01,13
Acquia,2017-02-01,9
Acquia,2017-03-01,24
Acquia,2017-04-01,7
Acquia,2017-05-01,26
Acquia,2017-06-01,8
Acquia,2017-07-01,10
Acquia,2017-08-01,13
Acquia,2017-09-01,10
Acquia,2017-10-01,25
Acquia,2017-11-01,6
Acquia,2017-12-01,6
Acquia,2018-01-01,9
Acquia,2018-02-01,11
Acquia,2018-03-01,28
Acquia,2018-04-01,25
Acquia,2018-05-01,8
Acquia,2018-06-01,30
Acquia,2018-07-01,21
Acquia,2018-08-01,10
Acquia,2018-09-01,6
Acquia,2018-10-01,8
Acquia,2018-11-01,3
Acquia,2018-12-01,2
Acquia,2019-01-01,18
Acquia,2019-02-01,18
Acquia,2019-03-01,23
Acquia,2019-04-01,11
Acquia,2019-05-01,10
Acquia,2019-06-01,3
Acquia,2019-07-01,11
Acquia,2019-08-01,6
Acquia,2019-09-01,25
Acquia,2019-10-01,17
Acquia,2019-11-01,4
Acquia,2019-12-01,26
Acquia,2020-01-01,13
Acquia,2020-02-01,15
Acquia,2020-03-01,38
Acquia,2020-04-01,16
Acquia,2020-05-01,3
Acquia,2020-06-01,24
Acquia,2020-07-01,5
Acquia,2020-08-01,4
Acquia,2020-09-01,13
Acquia,2020-10-01,23
Acquia,2020-11-01,14
Acquia,2020-12-01,18
Acquia,2021-01-01,14
Acquia,2021-02-01,25
Acquia,2021-03-01,4
Acquia,2021-04-01,13
Acquia,2021-05-01,16
Acquia,2021-06-01,2
Acquia,2021-07-01,2
Acquia,2021-08-01,4
Acquia,2021-09-01,5
Acquia,2021-10-01,2
Acquia,2021-11-01,6
Acquia,2021-12-01,13
Acquia,2022-01-01,14
Acquia,2022-02-01,2
Acquia,2022-03-01,1
Acquia,2022-04-01,3
Acquia,2022-05-01,1
Acquia,2022-06-01,3
Acquia,2022-07-01,5
Acquia,2022-08-01,4
Acquia,2022-09-01,6
Acquia,2022-10-01,12
Acquia,2022-11-01,5
Acquia,2022-12-01,4
Acquia,2023-01-01,2
Acquia,2023-02-01,15
Acquia,2023-03-01,9
Acquia,2023-04-01,11
Acquia,2023-06-01,2
Acquia,2023-07-01,5
Acquia,2023-08-01,1
Acquia,2023-09-01,1
Acquia,2023-10-01,8
Acquia,2023-12-01,6
Acquia,2024-01-01,9
Acquia,2024-02-01,4
Acquia,2024-03-01,1
Acquia,2024-04-01,2
Acquia,2024-05-01,83
Acquia,2024-06-01,4
Acquia,2024-07-01,11
Acquia,2024-08-01,2
Acquia,2024-09-01,14
Acquia,2024-10-01,9
Acquia,2024-11-01,2
Adobe,2015-01-01,434
Adobe,2015-02-01,297
Adobe,2015-03-01,277
Adobe,2015-04-01,363
Adobe,2015-05-01,217
Adobe,2015-06-01,277
Adobe,2015-07-01,528
Adobe,2015-08-01,530
Adobe,2015-09-01,690
Adobe,2015-10-01,953
Adobe,2015-11-01,363
Adobe,2015-12-01,330
Adobe,2016-01-01,438
Adobe,2016-02-01,399
Adobe,2016-03-01,358
Adobe,2016-04-01,382
Adobe,2016-05-01,369
Adobe,2016-06-01,309
Adobe,2016-07-01,233
Adobe,2016-08-01,462
Adobe,2016-09-01,448
Adobe,2016-10-01,395
Adobe,2016-11-01,327
Adobe,2016-12-01,277
Adobe,2017-01-01,418
Adobe,2017-02-01,549
Adobe,2017-03-01,743
Adobe,2017-04-01,650
Adobe,2017-05-01,489
Adobe,2017-06-01,553
Adobe,2017-07-01,456
Adobe,2017-08-01,401
Adobe,2017-09-01,503
Adobe,2017-10-01,899
Adobe,2017-11-01,782
Adobe,2017-12-01,599
Adobe,2018-01-01,796
Adobe,2018-02-01,691
Adobe,2018-03-01,912
Adobe,2018-04-01,847
Adobe,2018-05-01,1285
Adobe,2018-06-01,2159
Adobe,2018-07-01,1920
Adobe,2018-08-01,1617
Adobe,2018-09-01,1057
Adobe,2018-10-01,1580
Adobe,2018-11-01,1450
Adobe,2018-12-01,1338
Adobe,2019-01-01,2145
Adobe,2019-02-01,2043
Adobe,2019-03-01,2326
Adobe,2019-04-01,2486
Adobe,2019-05-01,2832
Adobe,2019-06-01,2428
Adobe,2019-07-01,2663
Adobe,2019-08-01,2531
Adobe,2019-09-01,2555
Adobe,2019-10-01,5100
Adobe,2019-11-01,3408
Adobe,2019-12-01,2512
Adobe,2020-01-01,3497
Adobe,2020-02-01,3359
Adobe,2020-03-01,3918
Adobe,2020-04-01,4491
Adobe,2020-05-01,3825
Adobe,2020-06-01,4073
Adobe,2020-07-01,4359
Adobe,2020-08-01,3247
Adobe,2020-09-01,3811
Adobe,2020-10-01,3322
Adobe,2020-11-01,3232
Adobe,2020-12-01,3198
Adobe,2021-01-01,3391
Adobe,2021-02-01,4179
Adobe,2021-03-01,4651
Adobe,2021-04-01,4399
Adobe,2021-05-01,3985
Adobe,2021-06-01,3257
Adobe,2021-07-01,3024
Adobe,2021-08-01,2955
Adobe,2021-09-01,3173
Adobe,2021-10-01,780
Adobe,2021-11-01,3026
Adobe,2021-12-01,1868
Adobe,2022-01-01,2775
Adobe,2022-02-01,2823
Adobe,2022-03-01,2506
Adobe,2022-04-01,2102
Adobe,2022-05-01,2080
Adobe,2022-06-01,2703
Adobe,2022-07-01,1828
Adobe,2022-08-01,2105
Adobe,2022-09-01,2437
Adobe,2022-10-01,2498
Adobe,2022-11-01,2226
Adobe,2022-12-01,1820
Adobe,2023-01-01,2898
Adobe,2023-02-01,2961
Adobe,2023-03-01,3942
Adobe,2023-04-01,3255
Adobe,2023-05-01,2762
Adobe,2023-06-01,2739
Adobe,2023-07-01,2592
Adobe,2023-08-01,3036
Adobe,2023-09-01,2686
Adobe,2023-10-01,2905
Adobe,2023-11-01,2493
Adobe,2023-12-01,1742
Adobe,2024-01-01,3064
Adobe,2024-02-01,3294
Adobe,2024-03-01,3238
Adobe,2024-04-01,3981
Adobe,2024-05-01,3272
Adobe,2024-06-01,3565
Adobe,2024-07-01,2891
Adobe,2024-08-01,3211
Adobe,2024-09-01,3059
Adobe,2024-10-01,3010
Adobe,2024-11-01,582
Alfresco,2015-01-01,44
Alfresco,2015-02-01,190
Alfresco,2015-03-01,245
Alfresco,2015-04-01,179
Alfresco,2015-05-01,160
Alfresco,2015-06-01,224
Alfresco,2015-07-01,251
Alfresco,2015-08-01,213
Alfresco,2015-09-01,254
Alfresco,2015-10-01,138
Alfresco,2015-11-01,226
Alfresco,2015-12-01,94
Alfresco,2016-01-01,169
Alfresco,2016-02-01,201
Alfresco,2016-03-01,241
Alfresco,2016-04-01,164
Alfresco,2016-05-01,167
Alfresco,2016-06-01,126
Alfresco,2016-07-01,294
Alfresco,2016-08-01,322
Alfresco,2016-09-01,309
Alfresco,2016-10-01,262
Alfresco,2016-11-01,418
Alfresco,2016-12-01,266
Alfresco,2017-01-01,331
Alfresco,2017-02-01,143
Alfresco,2017-03-01,259
Alfresco,2017-04-01,174
Alfresco,2017-05-01,196
Alfresco,2017-06-01,289
Alfresco,2017-07-01,255
Alfresco,2017-08-01,241
Alfresco,2017-09-01,309
Alfresco,2017-10-01,437
Alfresco,2017-11-01,399
Alfresco,2017-12-01,152
Alfresco,2018-01-01,279
Alfresco,2018-02-01,336
Alfresco,2018-03-01,549
Alfresco,2018-04-01,429
Alfresco,2018-05-01,513
Alfresco,2018-06-01,546
Alfresco,2018-07-01,390
Alfresco,2018-08-01,382
Alfresco,2018-09-01,485
Alfresco,2018-10-01,588
Alfresco,2018-11-01,611
Alfresco,2018-12-01,380
Alfresco,2019-01-01,652
Alfresco,2019-02-01,665
Alfresco,2019-03-01,738
Alfresco,2019-04-01,617
Alfresco,2019-05-01,586
Alfresco,2019-06-01,674
Alfresco,2019-07-01,686
Alfresco,2019-08-01,530
Alfresco,2019-09-01,665
Alfresco,2019-10-01,863
Alfresco,2019-11-01,919
Alfresco,2019-12-01,1086
Alfresco,2020-01-01,1097
Alfresco,2020-02-01,870
Alfresco,2020-03-01,1076
Alfresco,2020-04-01,1219
Alfresco,2020-05-01,903
Alfresco,2020-06-01,1211
Alfresco,2020-07-01,1415
Alfresco,2020-08-01,1032
Alfresco,2020-09-01,887
Alfresco,2020-10-01,1296
Alfresco,2020-11-01,903
Alfresco,2020-12-01,711
Alfresco,2021-01-01,933
Alfresco,2021-02-01,1116
Alfresco,2021-03-01,1059
Alfresco,2021-04-01,815
Alfresco,2021-05-01,861
Alfresco,2021-06-01,889
Alfresco,2021-07-01,730
Alfresco,2021-08-01,477
Alfresco,2021-09-01,464
Alfresco,2021-10-01,227
Alfresco,2021-11-01,606
Alfresco,2021-12-01,472
Alfresco,2022-01-01,581
Alfresco,2022-02-01,824
Alfresco,2022-03-01,835
Alfresco,2022-04-01,670
Alfresco,2022-05-01,608
Alfresco,2022-06-01,578
Alfresco,2022-07-01,1059
Alfresco,2022-08-01,1089
Alfresco,2022-09-01,1098
Alfresco,2022-10-01,1285
Alfresco,2022-11-01,1338
Alfresco,2022-12-01,754
Alfresco,2023-01-01,1094
Alfresco,2023-02-01,1083
Alfresco,2023-03-01,1039
Alfresco,2023-04-01,880
Alfresco,2023-05-01,1230
Alfresco,2023-06-01,1212
Alfresco,2023-07-01,1378
Alfresco,2023-08-01,1177
Alfresco,2023-09-01,1219
Alfresco,2023-10-01,1166
Alfresco,2023-11-01,1509
Alfresco,2023-12-01,1026
Alfresco,2024-01-01,1520
Alfresco,2024-02-01,1358
Alfresco,2024-03-01,1635
Alfresco,2024-04-01,1579
Alfresco,2024-05-01,1524
Alfresco,2024-06-01,1495
Alfresco,2024-07-01,1796
Alfresco,2024-08-01,1448
Alfresco,2024-09-01,1419
Alfresco,2024-10-01,1299
Alfresco,2024-11-01,239
Alibaba,2015-01-01,69
Alibaba,2015-02-01,34
Alibaba,2015-03-01,44
Alibaba,2015-04-01,100
Alibaba,2015-05-01,62
Alibaba,2015-06-01,108
Alibaba,2015-07-01,122
Alibaba,2015-08-01,110
Alibaba,2015-09-01,102
Alibaba,2015-10-01,96
Alibaba,2015-11-01,138
Alibaba,2015-12-01,246
Alibaba,2016-01-01,171
Alibaba,2016-02-01,206
Alibaba,2016-03-01,291
Alibaba,2016-04-01,316
Alibaba,2016-05-01,363
Alibaba,2016-06-01,312
Alibaba,2016-07-01,415
Alibaba,2016-08-01,509
Alibaba,2016-09-01,528
Alibaba,2016-10-01,462
Alibaba,2016-11-01,554
Alibaba,2016-12-01,641
Alibaba,2017-01-01,546
Alibaba,2017-02-01,774
Alibaba,2017-03-01,539
Alibaba,2017-04-01,390
Alibaba,2017-05-01,362
Alibaba,2017-06-01,301
Alibaba,2017-07-01,347
Alibaba,2017-08-01,424
Alibaba,2017-09-01,500
Alibaba,2017-10-01,312
Alibaba,2017-11-01,483
Alibaba,2017-12-01,471
Alibaba,2018-01-01,719
Alibaba,2018-02-01,492
Alibaba,2018-03-01,618
Alibaba,2018-04-01,443
Alibaba,2018-05-01,679
Alibaba,2018-06-01,439
Alibaba,2018-07-01,530
Alibaba,2018-08-01,897
Alibaba,2018-09-01,877
Alibaba,2018-10-01,692
Alibaba,2018-11-01,833
Alibaba,2018-12-01,944
Alibaba,2019-01-01,1701
Alibaba,2019-02-01,1045
Alibaba,2019-03-01,1826
Alibaba,2019-04-01,1508
Alibaba,2019-05-01,1238
Alibaba,2019-06-01,1170
Alibaba,2019-07-01,1508
Alibaba,2019-08-01,1653
Alibaba,2019-09-01,1251
Alibaba,2019-10-01,1003
Alibaba,2019-11-01,1267
Alibaba,2019-12-01,1336
Alibaba,2020-01-01,957
Alibaba,2020-02-01,1419
Alibaba,2020-03-01,1983
Alibaba,2020-04-01,2202
Alibaba,2020-05-01,1658
Alibaba,2020-06-01,1883
Alibaba,2020-07-01,2172
Alibaba,2020-08-01,2098
Alibaba,2020-09-01,2308
Alibaba,2020-10-01,1765
Alibaba,2020-11-01,1793
Alibaba,2020-12-01,1956
Alibaba,2021-01-01,1858
Alibaba,2021-02-01,1047
Alibaba,2021-03-01,1588
Alibaba,2021-04-01,1601
Alibaba,2021-05-01,1587
Alibaba,2021-06-01,1606
Alibaba,2021-07-01,1732
Alibaba,2021-08-01,1598
Alibaba,2021-09-01,1757
Alibaba,2021-10-01,212
Alibaba,2021-11-01,1780
Alibaba,2021-12-01,2139
Alibaba,2022-01-01,1548
Alibaba,2022-02-01,1310
Alibaba,2022-03-01,2287
Alibaba,2022-04-01,2188
Alibaba,2022-05-01,2553
Alibaba,2022-06-01,2413
Alibaba,2022-07-01,2172
Alibaba,2022-08-01,2501
Alibaba,2022-09-01,2206
Alibaba,2022-10-01,1949
Alibaba,2022-11-01,2519
Alibaba,2022-12-01,2226
Alibaba,2023-01-01,1548
Alibaba,2023-02-01,2276
Alibaba,2023-03-01,2395
Alibaba,2023-04-01,1968
Alibaba,2023-05-01,1919
Alibaba,2023-06-01,1965
Alibaba,2023-07-01,2147
Alibaba,2023-08-01,1839
Alibaba,2023-09-01,2108
Alibaba,2023-10-01,1756
Alibaba,2023-11-01,2033
Alibaba,2023-12-01,2246
Alibaba,2024-01-01,1979
Alibaba,2024-02-01,1437
Alibaba,2024-03-01,1849
Alibaba,2024-04-01,2017
Alibaba,2024-05-01,1995
Alibaba,2024-06-01,1911
Alibaba,2024-07-01,2367
Alibaba,2024-08-01,2407
Alibaba,2024-09-01,2267
Alibaba,2024-10-01,1918
Alibaba,2024-11-01,383
Alluxio,2016-02-01,180
Alluxio,2016-03-01,362
Alluxio,2016-04-01,299
Alluxio,2016-05-01,615
Alluxio,2016-06-01,425
Alluxio,2016-07-01,369
Alluxio,2016-08-01,248
Alluxio,2016-09-01,205
Alluxio,2016-10-01,591
Alluxio,2016-11-01,242
Alluxio,2016-12-01,269
Alluxio,2017-01-01,374
Alluxio,2017-02-01,228
Alluxio,2017-03-01,383
Alluxio,2017-04-01,510
Alluxio,2017-05-01,510
Alluxio,2017-06-01,424
Alluxio,2017-07-01,240
Alluxio,2017-08-01,301
Alluxio,2017-09-01,461
Alluxio,2017-10-01,287
Alluxio,2017-11-01,414
Alluxio,2017-12-01,231
Alluxio,2018-01-01,347
Alluxio,2018-02-01,151
Alluxio,2018-03-01,184
Alluxio,2018-04-01,403
Alluxio,2018-05-01,208
Alluxio,2018-06-01,316
Alluxio,2018-07-01,351
Alluxio,2018-08-01,180
Alluxio,2018-09-01,184
Alluxio,2018-10-01,335
Alluxio,2018-11-01,139
Alluxio,2018-12-01,79
Alluxio,2019-01-01,169
Alluxio,2019-02-01,285
Alluxio,2019-03-01,245
Alluxio,2019-04-01,534
Alluxio,2019-05-01,417
Alluxio,2019-06-01,369
Alluxio,2019-07-01,294
Alluxio,2019-08-01,272
Alluxio,2019-09-01,273
Alluxio,2019-10-01,599
Alluxio,2019-11-01,240
Alluxio,2019-12-01,238
Alluxio,2020-01-01,247
Alluxio,2020-02-01,432
Alluxio,2020-03-01,228
Alluxio,2020-04-01,238
Alluxio,2020-05-01,171
Alluxio,2020-06-01,339
Alluxio,2020-07-01,294
Alluxio,2020-08-01,321
Alluxio,2020-09-01,185
Alluxio,2020-10-01,502
Alluxio,2020-11-01,264
Alluxio,2020-12-01,146
Alluxio,2021-01-01,134
Alluxio,2021-02-01,337
Alluxio,2021-03-01,305
Alluxio,2021-04-01,331
Alluxio,2021-05-01,343
Alluxio,2021-06-01,433
Alluxio,2021-07-01,294
Alluxio,2021-08-01,177
Alluxio,2021-09-01,238
Alluxio,2021-10-01,32
Alluxio,2021-11-01,410
Alluxio,2021-12-01,251
Alluxio,2022-01-01,247
Alluxio,2022-02-01,175
Alluxio,2022-03-01,238
Alluxio,2022-04-01,373
Alluxio,2022-05-01,241
Alluxio,2022-06-01,244
Alluxio,2022-07-01,239
Alluxio,2022-08-01,230
Alluxio,2022-09-01,223
Alluxio,2022-10-01,246
Alluxio,2022-11-01,248
Alluxio,2022-12-01,147
Alluxio,2023-01-01,203
Alluxio,2023-02-01,199
Alluxio,2023-03-01,278
Alluxio,2023-04-01,267
Alluxio,2023-05-01,291
Alluxio,2023-06-01,323
Alluxio,2023-07-01,257
Alluxio,2023-08-01,396
Alluxio,2023-09-01,284
Alluxio,2023-10-01,221
Alluxio,2023-11-01,184
Alluxio,2023-12-01,58
Alluxio,2024-01-01,75
Alluxio,2024-02-01,70
Alluxio,2024-03-01,65
Alluxio,2024-04-01,42
Alluxio,2024-05-01,25
Alluxio,2024-06-01,35
Alluxio,2024-07-01,34
Alluxio,2024-08-01,11
Alluxio,2024-09-01,20
Alluxio,2024-10-01,7
Alluxio,2024-11-01,5
Amazon,2015-01-01,248
Amazon,2015-02-01,375
Amazon,2015-03-01,371
Amazon,2015-04-01,394
Amazon,2015-05-01,311
Amazon,2015-06-01,528
Amazon,2015-07-01,320
Amazon,2015-08-01,331
Amazon,2015-09-01,365
Amazon,2015-10-01,420
Amazon,2015-11-01,348
Amazon,2015-12-01,341
Amazon,2016-01-01,443
Amazon,2016-02-01,359
Amazon,2016-03-01,525
Amazon,2016-04-01,489
Amazon,2016-05-01,395
Amazon,2016-06-01,419
Amazon,2016-07-01,409
Amazon,2016-08-01,501
Amazon,2016-09-01,461
Amazon,2016-10-01,395
Amazon,2016-11-01,356
Amazon,2016-12-01,549
Amazon,2017-01-01,428
Amazon,2017-02-01,505
Amazon,2017-03-01,503
Amazon,2017-04-01,570
Amazon,2017-05-01,528
Amazon,2017-06-01,676
Amazon,2017-07-01,573
Amazon,2017-08-01,806
Amazon,2017-09-01,740
Amazon,2017-10-01,758
Amazon,2017-11-01,965
Amazon,2017-12-01,908
Amazon,2018-01-01,1001
Amazon,2018-02-01,835
Amazon,2018-03-01,1529
Amazon,2018-04-01,1357
Amazon,2018-05-01,1377
Amazon,2018-06-01,1397
Amazon,2018-07-01,1441
Amazon,2018-08-01,1616
Amazon,2018-09-01,1395
Amazon,2018-10-01,1951
Amazon,2018-11-01,2537
Amazon,2018-12-01,1976
Amazon,2019-01-01,2295
Amazon,2019-02-01,2425
Amazon,2019-03-01,2864
Amazon,2019-04-01,3242
Amazon,2019-05-01,3176
Amazon,2019-06-01,3292
Amazon,2019-07-01,4127
Amazon,2019-08-01,3643
Amazon,2019-09-01,3902
Amazon,2019-10-01,4436
Amazon,2019-11-01,4834
Amazon,2019-12-01,4410
Amazon,2020-01-01,5193
Amazon,2020-02-01,4692
Amazon,2020-03-01,6228
Amazon,2020-04-01,6152
Amazon,2020-05-01,6115
Amazon,2020-06-01,6954
Amazon,2020-07-01,7601
Amazon,2020-08-01,6621
Amazon,2020-09-01,7867
Amazon,2020-10-01,8768
Amazon,2020-11-01,8196
Amazon,2020-12-01,8528
Amazon,2021-01-01,7396
Amazon,2021-02-01,8108
Amazon,2021-03-01,9522
Amazon,2021-04-01,9593
Amazon,2021-05-01,9909
Amazon,2021-06-01,10838
Amazon,2021-07-01,9492
Amazon,2021-08-01,9869
Amazon,2021-09-01,11366
Amazon,2021-10-01,3404
Amazon,2021-11-01,13195
Amazon,2021-12-01,11121
Amazon,2022-01-01,11924
Amazon,2022-02-01,12098
Amazon,2022-03-01,13886
Amazon,2022-04-01,12720
Amazon,2022-05-01,12601
Amazon,2022-06-01,12321
Amazon,2022-07-01,11979
Amazon,2022-08-01,15484
Amazon,2022-09-01,13968
Amazon,2022-10-01,15466
Amazon,2022-11-01,15462
Amazon,2022-12-01,14858
Amazon,2023-01-01,17561
Amazon,2023-02-01,17072
Amazon,2023-03-01,19256
Amazon,2023-04-01,17190
Amazon,2023-05-01,18339
Amazon,2023-06-01,20024
Amazon,2023-07-01,18695
Amazon,2023-08-01,17803
Amazon,2023-09-01,16233
Amazon,2023-10-01,22665
Amazon,2023-11-01,19916
Amazon,2023-12-01,14715
Amazon,2024-01-01,16625
Amazon,2024-02-01,15792
Amazon,2024-03-01,18429
Amazon,2024-04-01,19415
Amazon,2024-05-01,17813
Amazon,2024-06-01,18547
Amazon,2024-07-01,17536
Amazon,2024-08-01,17240
Amazon,2024-09-01,17748
Amazon,2024-10-01,18371
Amazon,2024-11-01,4105
Anaconda,2022-04-01,5
Anaconda,2022-05-01,313
Anaconda,2022-06-01,80
Anaconda,2022-07-01,59
Anaconda,2022-08-01,123
Anaconda,2022-09-01,87
Anaconda,2022-10-01,146
Anaconda,2022-11-01,205
Anaconda,2022-12-01,94
Anaconda,2023-01-01,115
Anaconda,2023-02-01,64
Anaconda,2023-03-01,121
Anaconda,2023-04-01,72
Anaconda,2023-05-01,69
Anaconda,2023-06-01,112
Anaconda,2023-07-01,92
Anaconda,2023-08-01,48
Anaconda,2023-09-01,229
Anaconda,2023-10-01,85
Anaconda,2023-11-01,74
Anaconda,2023-12-01,45
Anaconda,2024-01-01,56
Anaconda,2024-02-01,45
Anaconda,2024-03-01,55
Anaconda,2024-04-01,61
Anaconda,2024-05-01,75
Anaconda,2024-06-01,42
Anaconda,2024-07-01,37
Anaconda,2024-08-01,36
Anaconda,2024-09-01,84
Anaconda,2024-10-01,79
Anaconda,2024-11-01,4
Ant group,2018-06-01,2
Ant group,2018-09-01,1
Ant group,2018-10-01,29
Ant group,2018-11-01,11
Ant group,2018-12-01,1
Ant group,2019-03-01,4
Ant group,2019-04-01,2
Ant group,2019-05-01,4
Ant group,2019-06-01,6
Ant group,2019-07-01,23
Ant group,2019-08-01,38
Ant group,2019-09-01,26
Ant group,2019-10-01,6
Ant group,2019-11-01,86
Ant group,2019-12-01,32
Ant group,2020-01-01,12
Ant group,2020-02-01,31
Ant group,2020-03-01,39
Ant group,2020-04-01,21
Ant group,2020-05-01,13
Ant group,2020-06-01,32
Ant group,2020-07-01,40
Ant group,2020-08-01,20
Ant group,2020-09-01,10
Ant group,2020-10-01,16
Ant group,2020-11-01,19
Ant group,2020-12-01,18
Ant group,2021-01-01,43
Ant group,2021-02-01,13
Ant group,2021-03-01,53
Ant group,2021-04-01,10
Ant group,2021-05-01,12
Ant group,2021-06-01,6
Ant group,2021-07-01,2
Ant group,2021-08-01,9
Ant group,2021-09-01,18
Ant group,2021-10-01,7
Ant group,2021-11-01,2
Ant group,2021-12-01,14
Ant group,2022-01-01,5
Ant group,2022-02-01,9
Ant group,2022-03-01,12
Ant group,2022-04-01,4
Ant group,2022-05-01,13
Ant group,2022-06-01,9
Ant group,2022-07-01,8
Ant group,2022-08-01,9
Ant group,2022-09-01,9
Ant group,2022-10-01,4
Ant group,2022-11-01,30
Ant group,2022-12-01,15
Ant group,2023-01-01,12
Ant group,2023-02-01,45
Ant group,2023-03-01,83
Ant group,2023-04-01,13
Ant group,2023-05-01,22
Ant group,2023-06-01,19
Ant group,2023-07-01,14
Ant group,2023-08-01,14
Ant group,2023-09-01,15
Ant group,2023-10-01,32
Ant group,2023-11-01,65
Ant group,2023-12-01,56
Ant group,2024-01-01,26
Ant group,2024-02-01,32
Ant group,2024-03-01,36
Ant group,2024-04-01,57
Ant group,2024-05-01,131
Ant group,2024-06-01,133
Ant group,2024-07-01,79
Ant group,2024-08-01,109
Ant group,2024-09-01,107
Ant group,2024-10-01,132
Ant group,2024-11-01,39
Artelnics,2020-05-01,7
Artelnics,2020-06-01,5
Artelnics,2020-07-01,6
Artelnics,2020-08-01,5
Artelnics,2020-09-01,3
Artelnics,2020-10-01,2
Artelnics,2020-12-01,2
Artelnics,2021-01-01,14
Artelnics,2021-02-01,3
Artelnics,2021-03-01,1
Artelnics,2021-04-01,1
Artelnics,2021-08-01,1
Artelnics,2021-10-01,3
Artelnics,2021-12-01,6
Artelnics,2022-01-01,8
Artelnics,2022-02-01,1
Artelnics,2022-03-01,4
Artelnics,2022-04-01,2
Artelnics,2022-11-01,10
Artelnics,2022-12-01,6
Artelnics,2023-01-01,4
Artelnics,2023-08-01,1
Artelnics,2024-01-01,1
