Cloudera,cloudera/CML_AMP_LLM_Chatbot_Augmented_with_Enterprise_Data,2024-09,2.02,0.5
Cloudera,cloudera/CML_AMP_LLM_Chatbot_Augmented_with_Enterprise_Data,2024-10,2.47,0.42
Cloudera,cloudera/cdp-trial-patterns,2024-07,2.47,0.4
Cloudera,cloudera/cdp-trial-patterns,2024-09,6.27,1.02
Cloudera,cloudera/cdp-trial-patterns,2024-10,8.1,2.51
Cloudera,cloudera/cmlutils,2024-06,5.94,1.02
Cloudera,cloudera/cmlutils,2024-10,2.74,0.58
Cloudera,cloudera/CML_AMP_Finetune_Foundation_Model_Multiple_Tasks,2024-06,1.49,0.57
Cloudera,cloudera/Community-Applied-ML-Prototypes,2024-07,4.03,1.23
Cloudera,cloudera/Community-Applied-ML-Prototypes,2024-09,8.58,2.17
Cloudera,cloudera/Community-Applied-ML-Prototypes,2024-10,2.47,0.78
Cloudera,cloudera/HuggingFace-Spaces,2024-06,3.33,0.4
Cloudera,cloudera/HuggingFace-Spaces,2024-07,5.94,0.96
Cloudera,cloudera/HuggingFace-Spaces,2024-08,13.12,3.13
Cloudera,cloudera/cdw-cloud-policies,2024-07,2.14,1.27
Cloudera,cloudera/cdw-cloud-policies,2024-09,2.14,0.78
Cloudera,cloudera/CML_llm-hol,2024-06,2.47,0.5
Cloudera,cloudera/spiderman,2024-07,6.68,1.13
Cloudera,cloudera/cloudera-partners,2024-06,6.16,1.82
Cloudera,cloudera/cloudera-partners,2024-07,10.37,3.04
Cloudera,cloudera/cloudera-partners,2024-08,8.9,3.43
Cloudera,cloudera/cloudera-partners,2024-09,4.94,3.97
Cloudera,cloudera/cloudera-partners,2024-10,5.7,2.66
Cloudera,cloudera/CML_AMP_LLM_Fine_Tuning_Studio,2024-09,3.19,0.29
Cloudera,cloudera/CML_AMP_LLM_Fine_Tuning_Studio,2024-10,12.35,2.1
Cloudera,cloudera/CML_AMP_Knowledge_Graph_Backed_RAG,2024-10,2.02,1.15
Cloudera,cloudera/LlamaIndex_IN_CML_AMP,2024-09,2.02,0.75
Cloudera,cloudera/LlamaIndex_IN_CML_AMP,2024-10,2.47,0.52
Cloudera,cloudera/AI_AGENTS,2024-10,7.41,1.74
Confluent,apache/kafka,2024-06,609.31,186.83
Confluent,apache/kafka,2024-07,494.81,180.04
Confluent,apache/kafka,2024-08,502.51,188.68
Confluent,apache/kafka,2024-09,441.21,173.01
Confluent,apache/kafka,2024-10,507.68,175.48
API7,apache/apisix,2024-06,135.16,42.51
API7,apache/apisix,2024-07,154.85,44.27
API7,apache/apisix,2024-08,196.4,46.97
API7,apache/apisix,2024-09,164.13,46.27
API7,apache/apisix,2024-10,154.8,48.75
Google,kubernetes/kubernetes,2024-06,1363.52,312.95
Google,kubernetes/kubernetes,2024-07,1550.42,349.59
Google,kubernetes/kubernetes,2024-08,1299.59,324.69
Google,kubernetes/kubernetes,2024-09,1480.92,357.08
Google,kubernetes/kubernetes,2024-10,1620.57,382.13
Google,knative/serving,2024-06,108.78,19.7
Google,knative/serving,2024-07,89.75,13.48
Google,knative/serving,2024-08,83.09,10.68
Google,knative/serving,2024-09,67.45,7.86
Google,knative/serving,2024-10,80.05,8.24
Google,knative/eventing,2024-06,121.14,18.9
Google,knative/eventing,2024-07,114.36,21.84
Google,knative/eventing,2024-08,80.51,16.35
Google,knative/eventing,2024-09,52.44,9.24
Google,knative/eventing,2024-10,61.64,9.67
Google,golang/go,2024-06,855.86,205.61
Google,golang/go,2024-07,808.21,205.92
Google,golang/go,2024-08,925.56,212.11
Google,golang/go,2024-09,878.12,209.97
Google,golang/go,2024-10,741.41,190.79
Google,apache/beam,2024-06,307.32,106.28
Google,apache/beam,2024-07,333.83,107.63
Google,apache/beam,2024-08,334.98,111.91
Google,apache/beam,2024-09,305.45,103.91
Google,apache/beam,2024-10,403.21,117.09
Google,bazelbuild/bazel,2024-06,374.4,114.26
Google,bazelbuild/bazel,2024-07,354.95,100.04
Google,bazelbuild/bazel,2024-08,313.28,96.34
Google,bazelbuild/bazel,2024-09,343.05,97.28
Google,bazelbuild/bazel,2024-10,382.76,100.45
Google,google/truth,2024-06,15.63,0.38
Google,google/truth,2024-07,13.8,0.49
Google,google/truth,2024-08,8.26,0.27
Google,google/truth,2024-10,17.48,0.54
Google,google/dagger,2024-06,36.18,7.45
Google,google/dagger,2024-07,47.81,6.65
Google,google/dagger,2024-08,62.34,8.4
Google,google/dagger,2024-09,46.15,6.92
Google,google/dagger,2024-10,37.2,6.18
Google,google/ios-webkit-debug-proxy,2024-06,5.62,1.79
Google,google/ios-webkit-debug-proxy,2024-07,2.47,0.94
Google,google/ios-webkit-debug-proxy,2024-08,4.55,1.31
Google,google/ios-webkit-debug-proxy,2024-09,2.22,0.77
Google,google/ios-webkit-debug-proxy,2024-10,4.47,0.93
Google,google/vector_math.dart,2024-06,12.6,1.35
Google,google/vector_math.dart,2024-10,8.02,0.23
Google,google/gwtmockito,2024-10,0.72,0.1
Google,google/auto,2024-07,10.25,0.55
Google,google/auto,2024-08,19.53,1.36
Google,google/auto,2024-09,13.13,0.48
Google,google/auto,2024-10,14.32,0.34
Google,google/go-github,2024-06,33.79,6.22
Google,google/go-github,2024-07,54.99,7.09
Google,google/go-github,2024-08,55.46,8.5
Google,google/go-github,2024-09,69.35,8.04
Google,google/go-github,2024-10,69.81,9.46
Google,google/protobuf.dart,2024-06,9.02,1
Google,google/protobuf.dart,2024-07,6.07,0.89
Google,google/protobuf.dart,2024-08,2.22,0.42
Google,google/protobuf.dart,2024-09,3.71,0.57
Google,google/protobuf.dart,2024-10,3.63,0.35
Google,google/ansicolor-dart,2024-06,0.72,0.27
Google,google/ansicolor-dart,2024-08,5.87,0.57
Google,google/data-layer-helper,2024-08,1.49,0.12
Google,google/data-layer-helper,2024-09,2.74,0.37
Google,google/carfac,2024-08,4.07,1.22
Google,google/carfac,2024-09,4.1,1.11
Google,google/carfac,2024-10,5.02,0.68
Google,google/webdriver.dart,2024-10,8.91,0.52
Google,google/quiver-dart,2024-07,5.15,0.37
Google,google/quiver-dart,2024-08,7.14,0.78
Google,google/quiver-dart,2024-10,5.34,0.24
Google,google/closure-library,2024-06,6.7,0.8
Google,google/closure-library,2024-08,11.81,1.52
Google,google/compile-testing,2024-06,9.46,0.37
Google,google/go-querystring,2024-07,2.38,0.3
Google,google/go-querystring,2024-08,2.74,0.43
Google,google/grinder.dart,2024-07,7.4,1.01
Google,google/grinder.dart,2024-10,6.47,0.58
Google,google/capsicum-test,2024-10,3.15,0.34
Google,google/jimfs,2024-07,8.16,0.43
Google,google/jimfs,2024-08,9.02,0.28
Google,google/jimfs,2024-09,12.41,0.73
Google,google/blockly,2024-06,52.95,20.39
Google,google/blockly,2024-07,206.71,31.21
Google,google/blockly,2024-08,112.36,24.87
Google,google/blockly,2024-09,48.05,14.13
Google,google/blockly,2024-10,30.38,9.54
Google,google/grr,2024-06,12.21,3.38
Google,google/grr,2024-08,3.19,2.02
Google,google/grr,2024-10,0.72,0.63
Google,google/benchmark,2024-06,29.06,4.82
Google,google/benchmark,2024-07,41.22,8.31
Google,google/benchmark,2024-08,42.92,9.04
Google,google/benchmark,2024-09,32.07,10.07
Google,google/benchmark,2024-10,30.64,10.85
Google,google/grafika,2024-07,2.22,0.29
Google,google/grafika,2024-09,0.72,0.1
Google,google/skia,2024-06,10.1,1.8
Google,google/skia,2024-07,7.8,1.74
Google,google/skia,2024-08,3.27,1.5
Google,google/skia-buildbot,2024-06,4.57,0.6
Google,google/skia-buildbot,2024-07,2.74,0.5
Google,google/extra-keyboards-for-chrome-os,2024-08,6.67,1.05
Google,google/extra-keyboards-for-chrome-os,2024-09,14.28,2.04
Google,google/j2objc,2024-07,10.35,0.95
Google,google/j2objc,2024-08,11.28,0.75
Google,google/j2objc,2024-09,11.44,0.79
Google,google/grr-doc,2024-06,4.16,0.13
Google,google/grr-doc,2024-08,2.47,0.7
Google,google/vroom,2024-08,6.83,0.34
Google,google/snappy,2024-06,7.57,1.61
Google,google/snappy,2024-07,0.72,0.53
Google,google/snappy,2024-08,9.37,1.29
Google,google/snappy,2024-09,4.23,0.6
Google,google/snappy,2024-10,2.22,0.43
Google,google/vimdoc,2024-06,0.72,0.11
Google,google/vimdoc,2024-08,6.4,0.27
Google,google/vimdoc,2024-09,4.31,0.32
Google,google/vimdoc,2024-10,7.78,1.04
Google,google/autofdo,2024-06,5.81,1.64
Google,google/autofdo,2024-07,34.12,6.09
Google,google/autofdo,2024-08,13.47,4.48
Google,google/autofdo,2024-09,6.5,3.94
Google,google/autofdo,2024-10,1.75,1.54
Google,google/souper,2024-09,1.66,0.19
Google,google/web-starter-kit,2024-08,1.45,0.41
Google,google/closure-compiler,2024-06,13.57,3.47
Google,google/closure-compiler,2024-07,27.39,5.7
Google,google/closure-compiler,2024-08,10.93,4.89
Google,google/closure-compiler,2024-09,13.54,3.84
Google,google/closure-compiler,2024-10,8.86,2.26
Google,google/closure-templates,2024-08,25.35,0.12
Google,google/closure-templates,2024-09,13.85,0.67
Google,google/flatbuffers,2024-06,45.31,11.16
Google,google/flatbuffers,2024-07,50.24,9.88
Google,google/flatbuffers,2024-08,56.37,10.56
Google,google/flatbuffers,2024-09,55.43,11.36
Google,google/flatbuffers,2024-10,58.96,10.34
Google,google/mtail,2024-06,18.88,4.05
Google,google/mtail,2024-07,19.94,5.29
Google,google/mtail,2024-08,18.68,4.04
Google,google/mtail,2024-09,10.81,1.97
Google,google/mtail,2024-10,9.7,0.86
Google,google/guice,2024-06,3.71,0.35
Google,google/guice,2024-07,3.47,0.43
Google,google/guice,2024-08,11.64,1
Google,google/guice,2024-09,2.74,0.37
Google,google/guice,2024-10,6.39,0.77
Google,google/guava,2024-06,34.29,2.98
Google,google/guava,2024-07,48.48,3.34
Google,google/guava,2024-08,43.39,3.72
Google,google/guava,2024-09,40.78,3.15
Google,google/guava,2024-10,71.2,6.78
Google,google/kernel-sanitizers,2024-09,2.97,0.6
Google,google/cadvisor,2024-06,61.64,8.42
Google,google/cadvisor,2024-07,60.45,10.67
Google,google/cadvisor,2024-08,43.9,8.61
Google,google/cadvisor,2024-09,44.55,8.83
Google,google/cadvisor,2024-10,56.36,8.99
Google,google/ExoPlayer,2024-06,13.94,2.82
Google,google/ExoPlayer,2024-07,12.02,2.51
Google,google/ExoPlayer,2024-08,16.4,3.18
Google,google/ExoPlayer,2024-09,8.78,2.1
Google,google/ExoPlayer,2024-10,13.52,2.39
Google,google/fruit,2024-06,2.38,0.35
Google,google/fruit,2024-07,3.63,1.37
Google,google/fruit,2024-10,3.41,0.65
Google,google/timesketch,2024-06,17.54,7.32
Google,google/timesketch,2024-07,33.49,8.75
Google,google/timesketch,2024-08,37.07,9.43
Google,google/timesketch,2024-09,22.92,9.01
Google,google/timesketch,2024-10,33.25,9.16
Google,google/codeworld,2024-06,2.98,2.02
Google,google/codeworld,2024-07,1.49,1.63
Google,google/codeworld,2024-08,6.48,2.11
Google,google/codeworld,2024-09,5.96,2.24
Google,google/codeworld,2024-10,6.5,2.48
Google,google/xsecurelock,2024-07,0.72,0.14
Google,google/xsecurelock,2024-10,2.22,1
Google,google/btree,2024-06,3.76,1.07
Google,google/btree,2024-08,2.15,0.56
Google,google/btree,2024-09,0.72,0.35
Google,google/jsonnet,2024-06,9.28,1.1
Google,google/jsonnet,2024-07,2.17,1.14
Google,google/jsonnet,2024-08,16.78,2.44
Google,google/jsonnet,2024-09,9.55,1.9
Google,google/jsonnet,2024-10,16.15,1.7
Google,google/CausalImpact,2024-10,2.22,0.27
Google,google/go-tpm,2024-06,9.07,3.47
Google,google/go-tpm,2024-07,1.66,2.12
Google,google/go-tpm,2024-08,13.24,3.54
Google,google/go-tpm,2024-09,10.23,1.56
Google,google/go-tpm,2024-10,4.49,1.17
Google,google/googleapis.dart,2024-06,11.07,2.98
Google,google/googleapis.dart,2024-07,14.1,2.17
Google,google/googleapis.dart,2024-08,7.27,1.61
Google,google/googleapis.dart,2024-09,3.19,1
Google,google/googleapis.dart,2024-10,12.12,1.57
Google,google/re2,2024-06,12.47,1.73
